x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.12916496396064758,-0.08112913370132446,-0.029362370887383804,0.20299050211906433,-0.21758371591567993,-0.029720272564873085,0.22125354409217834,-0.3374732732772827,-0.03079621835945545,0.23270586133003235,-0.42213407158851624,-0.021877830544099197,0.14029422402381897,-0.29895642399787903,0.007372884383812561,0.15475282073020935,-0.36364343762397766,-0.034282017195209846,0.1439385712146759,-0.26609694957733154,-0.05268081619738041,0.1353432834148407,-0.2498338222503662,-0.06135241284368931,0.06204137206077576,-0.30173608660697937,0.004382878380283728,0.06896284222602844,-0.3603329062461853,-0.03704282611010967,0.07055738568305969,-0.25231093168258667,-0.03927945315240322,0.06188037991523743,-0.24576085805892944,-0.0340927314698547,-0.01546737551689148,-0.28843045234680176,-0.008152782613024101,-0.010456442832946777,-0.34992778301239014,-0.05548544570206104,0.002312183380126953,-0.24690508842468262,-0.029527738386377678,-0.0024556219577789307,-0.2309638261795044,-0.0028844263158589456,-0.09723252058029175,-0.2686472535133362,-0.02329502596853672,-0.08828651905059814,-0.31200456619262695,-0.04648841514585911,-0.06752178072929382,-0.2457026243209839,-0.020211942189916954,-0.06883272528648376,-0.22572392225265503,0.004910528963819161,A-samples
0.0,0.0,0.0,0.12916496396064758,-0.08112913370132446,-0.029362370887383804,0.20299050211906433,-0.21758371591567993,-0.029720272564873085,0.22125354409217834,-0.3374732732772827,-0.03079621835945545,0.23270586133003235,-0.42213407158851624,-0.021877830544099197,0.14029422402381897,-0.29895642399787903,0.007372884383812561,0.15475282073020935,-0.36364343762397766,-0.034282017195209846,0.1439385712146759,-0.26609694957733154,-0.05268081619738041,0.1353432834148407,-0.2498338222503662,-0.06135241284368931,0.06204137206077576,-0.30173608660697937,0.004382878380283728,0.06896284222602844,-0.3603329062461853,-0.03704282611010967,0.07055738568305969,-0.25231093168258667,-0.03927945315240322,0.06188037991523743,-0.24576085805892944,-0.0340927314698547,-0.01546737551689148,-0.28843045234680176,-0.008152782613024101,-0.010456442832946777,-0.34992778301239014,-0.05548544570206104,0.002312183380126953,-0.24690508842468262,-0.029527738386377678,-0.0024556219577789307,-0.2309638261795044,-0.0028844263158589456,-0.09723252058029175,-0.2686472535133362,-0.02329502596853672,-0.08828651905059814,-0.31200456619262695,-0.04648841514585911,-0.06752178072929382,-0.2457026243209839,-0.020211942189916954,-0.06883272528648376,-0.22572392225265503,0.004910528963819161,A-samples
0.0,0.0,0.0,0.11067041754722595,-0.09761369228363037,-0.022576159845868915,0.16060584783554077,-0.22970837354660034,-0.023210487376729816,0.15940254926681519,-0.34215909242630005,-0.02732044370083031,0.16025960445404053,-0.42486536502838135,-0.024538706105033725,0.09010663628578186,-0.2973170280456543,0.01932482509704414,0.08569443225860596,-0.3618476390838623,-0.02253148243931946,0.08883851766586304,-0.28156089782714844,-0.04800179884938416,0.09298345446586609,-0.24582797288894653,-0.05938213230280098,0.019939839839935303,-0.2871384620666504,0.013627044808288247,0.007086038589477539,-0.34906458854675293,-0.030098033185879558,0.020227134227752686,-0.25785064697265625,-0.04270013333467659,0.02278628945350647,-0.2264884114265442,-0.04241225407628235,-0.046827852725982666,-0.2658105492591858,-0.0008531762769621309,-0.06013005971908569,-0.323011577129364,-0.0475170528998774,-0.03723585605621338,-0.23728805780410767,-0.03172243670729813,-0.029911726713180542,-0.20471447706222534,-0.009886359844188064,-0.11638255417346954,-0.23702079057693481,-0.017584038015286296,-0.12102089822292328,-0.28640836477279663,-0.04252395690588173,-0.09579849243164062,-0.22784411907196045,-0.022220850970427364,-0.08768388628959656,-0.19610613584518433,0.0002444801311298761,A-samples
0.0,0.0,0.0,0.162045419216156,-0.06263244152069092,-0.036421588639655056,0.27604758739471436,-0.203654944896698,-0.035528640280404034,0.30368173122406006,-0.35519659519195557,-0.03511561361972326,0.32572031021118164,-0.4566519260406494,-0.02015258652988905,0.21140414476394653,-0.315415620803833,0.012252247874698696,0.2292330265045166,-0.40823638439178467,-0.03921231908623213,0.20336127281188965,-0.2943079471588135,-0.05330331532184118,0.1995334029197693,-0.27274858951568604,-0.05675591809574598,0.11501556634902954,-0.33126962184906006,0.01055618839438921,0.12626677751541138,-0.4039873480796814,-0.041033475677409115,0.11217999458312988,-0.2696971297264099,-0.03654771579329008,0.10966360569000244,-0.2748209238052368,-0.024481075833477917,0.0190315842628479,-0.3285221457481384,-0.004183680302389803,0.029914438724517822,-0.40880656242370605,-0.06831268502298826,0.027471542358398438,-0.2773311138153076,-0.0334668485623979,0.02335113286972046,-0.27045220136642456,0.002193498640394864,-0.08421158790588379,-0.31952935457229614,-0.02174332274023527,-0.06465262174606323,-0.3766810894012451,-0.055130462179818096,-0.05576729774475098,-0.28773123025894165,-0.024211815575995388,-0.06467026472091675,-0.27020543813705444,0.005940718558690605,A-samples
0.0,0.0,0.0,0.11067041754722595,-0.09761369228363037,-0.022576159845868915,0.16060584783554077,-0.22970837354660034,-0.023210487376729816,0.15940254926681519,-0.34215909242630005,-0.02732044370083031,0.16025960445404053,-0.42486536502838135,-0.024538706105033725,0.09010663628578186,-0.2973170280456543,0.01932482509704414,0.08569443225860596,-0.3618476390838623,-0.02253148243931946,0.08883851766586304,-0.28156089782714844,-0.04800179884938416,0.09298345446586609,-0.24582797288894653,-0.05938213230280098,0.019939839839935303,-0.2871384620666504,0.013627044808288247,0.007086038589477539,-0.34906458854675293,-0.030098033185879558,0.020227134227752686,-0.25785064697265625,-0.04270013333467659,0.02278628945350647,-0.2264884114265442,-0.04241225407628235,-0.046827852725982666,-0.2658105492591858,-0.0008531762769621309,-0.06013005971908569,-0.323011577129364,-0.0475170528998774,-0.03723585605621338,-0.23728805780410767,-0.03172243670729813,-0.029911726713180542,-0.20471447706222534,-0.009886359844188064,-0.11638255417346954,-0.23702079057693481,-0.017584038015286296,-0.12102089822292328,-0.28640836477279663,-0.04252395690588173,-0.09579849243164062,-0.22784411907196045,-0.022220850970427364,-0.08768388628959656,-0.19610613584518433,0.0002444801311298761,A-samples
0.0,0.0,0.0,0.11765417456626892,-0.09554708003997803,-0.02919603513544189,0.17383423447608948,-0.2308659553527832,-0.030465181935483088,0.1745884120464325,-0.3461833596229553,-0.03400661239390956,0.1753118336200714,-0.4322168529033661,-0.02825587617223846,0.10690280795097351,-0.3017408847808838,0.014793656747883688,0.11199459433555603,-0.3674688935279846,-0.029764786381178965,0.11103197932243347,-0.2752739191055298,-0.0506187472677766,0.10925993323326111,-0.2516782879829407,-0.0590064693427621,0.03181156516075134,-0.29492008686065674,0.011677160840577017,0.031047910451889038,-0.3494817614555359,-0.034755622986608614,0.04094460606575012,-0.25091981887817383,-0.041358342412763704,0.037510454654693604,-0.23630666732788086,-0.03653621861701595,-0.04182952642440796,-0.27499842643737793,-0.0017573620610846774,-0.04352268576622009,-0.3287304639816284,-0.05292342046266185,-0.02302679419517517,-0.2346327304840088,-0.031093049812966456,-0.02213999629020691,-0.2143917679786682,-0.00478093979870664,-0.11917439103126526,-0.24745696783065796,-0.017944553885513415,-0.11149594187736511,-0.2867218255996704,-0.04392988795405017,-0.08663618564605713,-0.22428089380264282,-0.02067714372640239,-0.0841752290725708,-0.20159626007080078,0.004024718869573007,A-samples
0.0,0.0,0.0,0.11765417456626892,-0.09554708003997803,-0.02919603513544189,0.17383423447608948,-0.2308659553527832,-0.030465181935483088,0.1745884120464325,-0.3461833596229553,-0.03400661239390956,0.1753118336200714,-0.4322168529033661,-0.02825587617223846,0.10690280795097351,-0.3017408847808838,0.014793656747883688,0.11199459433555603,-0.3674688935279846,-0.029764786381178965,0.11103197932243347,-0.2752739191055298,-0.0506187472677766,0.10925993323326111,-0.2516782879829407,-0.0590064693427621,0.03181156516075134,-0.29492008686065674,0.011677160840577017,0.031047910451889038,-0.3494817614555359,-0.034755622986608614,0.04094460606575012,-0.25091981887817383,-0.041358342412763704,0.037510454654693604,-0.23630666732788086,-0.03653621861701595,-0.04182952642440796,-0.27499842643737793,-0.0017573620610846774,-0.04352268576622009,-0.3287304639816284,-0.05292342046266185,-0.02302679419517517,-0.2346327304840088,-0.031093049812966456,-0.02213999629020691,-0.2143917679786682,-0.00478093979870664,-0.11917439103126526,-0.24745696783065796,-0.017944553885513415,-0.11149594187736511,-0.2867218255996704,-0.04392988795405017,-0.08663618564605713,-0.22428089380264282,-0.02067714372640239,-0.0841752290725708,-0.20159626007080078,0.004024718869573007,A-samples
0.0,0.0,0.0,0.11824110150337219,-0.09377437829971313,-0.024765675078867844,0.17645898461341858,-0.23398959636688232,-0.024484817992686203,0.18215540051460266,-0.3506549596786499,-0.027037655126093796,0.1819116175174713,-0.4391719102859497,-0.021883801679848602,0.10291776061058044,-0.3058288097381592,0.014196188066364357,0.11704644560813904,-0.3680989742279053,-0.02737512731158631,0.11564067006111145,-0.2781941890716553,-0.049946091260551384,0.10964760184288025,-0.25025105476379395,-0.060521519865631035,0.029593080282211304,-0.2998760938644409,0.009122184355021545,0.03696516156196594,-0.3522791862487793,-0.03226200410330193,0.046638816595077515,-0.254397988319397,-0.04009550356471436,0.0406474769115448,-0.2333214282989502,-0.03832989477717774,-0.04426130652427673,-0.2791483998298645,-0.005192196119367054,-0.03836008906364441,-0.33223170042037964,-0.05217442208135026,-0.01715758442878723,-0.2378370761871338,-0.031387384172319344,-0.019923388957977295,-0.20998883247375488,-0.007773345924704245,-0.12288305163383484,-0.25010186433792114,-0.0218169587960233,-0.10703372955322266,-0.29187875986099243,-0.04659127735698121,-0.08268651366233826,-0.22782915830612183,-0.023147220846055916,-0.08434295654296875,-0.20002132654190063,0.0004673998274142832,A-samples
0.0,0.0,0.0,0.11953899264335632,-0.08047616481781006,-0.021704933273326787,0.1901284158229828,-0.202612966299057,-0.0228252156103963,0.2038181722164154,-0.31543129682540894,-0.0271083308781499,0.21009108424186707,-0.39952582120895386,-0.02265038773668948,0.1310577094554901,-0.2814238369464874,0.014774571505654421,0.1413206160068512,-0.3555086851119995,-0.026865866633784208,0.13687852025032043,-0.2622796297073364,-0.04432852626098338,0.13296076655387878,-0.23550087213516235,-0.04987912312401477,0.057491809129714966,-0.2828885018825531,0.009525833984184828,0.06418278813362122,-0.3431861400604248,-0.02955780424429122,0.06578859686851501,-0.24237024784088135,-0.031147095042001638,0.05956944823265076,-0.2292417585849762,-0.02437795199705306,-0.017135798931121826,-0.2699533700942993,-0.004846796060633096,-0.009309858083724976,-0.3333469331264496,-0.048910175117384824,0.0022926032543182373,-0.23655229806900024,-0.022834057586919698,-0.0011192262172698975,-0.21589341759681702,0.004426900164503422,-0.09838256239891052,-0.2510468363761902,-0.021309449004661474,-0.08421167731285095,-0.29449573159217834,-0.040580135437380704,-0.0658021867275238,-0.23072117567062378,-0.013471895496081743,-0.0694364607334137,-0.20880049467086792,0.012491880317497817,A-samples
0.0,0.0,0.0,0.11924320459365845,-0.08751636743545532,-0.020894585649273267,0.18591827154159546,-0.2066444754600525,-0.02167685004582154,0.20036989450454712,-0.3159219026565552,-0.02689174237360703,0.2029237151145935,-0.403647318482399,-0.02560421871652352,0.12600737810134888,-0.28051966428756714,0.022285503794648776,0.1343868374824524,-0.35346150398254395,-0.020969022537371984,0.13203567266464233,-0.27409863471984863,-0.043566780636808744,0.12833082675933838,-0.2373080551624298,-0.05075435201337086,0.05363321304321289,-0.27981701493263245,0.016859363292553553,0.05800062417984009,-0.34371256828308105,-0.02475059452166306,0.06074577569961548,-0.2494988739490509,-0.0326931797962402,0.05623525381088257,-0.2221640646457672,-0.02831442328800904,-0.020957350730895996,-0.26680371165275574,0.001972270191856751,-0.01368933916091919,-0.33216947317123413,-0.04516256461550938,-0.0027913451194763184,-0.2415127456188202,-0.025694335351488462,-0.005550861358642578,-0.2108616828918457,-0.00016598351697894032,-0.10291787981987,-0.24658313393592834,-0.014712955343327394,-0.08581209182739258,-0.30090364813804626,-0.037745064596435896,-0.06774228811264038,-0.23894858360290527,-0.013265617663762441,-0.07092231512069702,-0.20830038189888,0.012773616698780188,A-samples
